# Superpotential Type
Custom
# Physical Box Size, Power, Coupling
12, 3,  0.3  0.3  0.3 0.03
# Nicolai Configuration Number
0
# Number of Solutions and Dumped-Solutions
8, 2 / 152
# Signs of Determinants
1 1 1 1 1 1 1 1
# Max norm of residue
1.92611e-14
# Configuration of Gaussian random numbers
    (6.3482473841630451261,8.6042337853752606236)   (-3.3572023410315048331,-13.230095887999475224)    (3.4034588536798873193,-1.1683008769784239966)
  (-8.9444239301566881295,-2.6684811746750960459)    (-6.6732163586839687852,-4.181755808890063264)    (-4.9896295728144073323,6.8356995963357363166)
  (2.2808319635062486164,-0.91850648736885076584)      (-1.4765642492683148657,14.6756630463025175)   (-0.15448829666277158479,7.0676018170921306449)
  (-12.955216163860349354,-1.6788726892871290719)     (7.0293372766696924359,3.8932167530994052917)   (-11.213002771927504497,-5.7628268789895553681)
    (6.7279011854819943395,7.2522035148499606194)    (-6.4432441944282734525,7.5828595412175916479)    (-3.7402044060678849569,7.9225228255279525058)
   (8.7122433731425221737,-2.3948418419644048605)     (4.7032420104570293873,7.5137813447038217518)     (3.2153053056631328843,5.7437366292717122462)
   (0.10326816391419739449,13.708409889796609349)    (16.722050887219243265,-4.2257337674018051743)   (-7.0505877223169033385,-6.6604868025753303229)
   (-11.758262342788798449,5.3208717520519197564)    (-9.1755448301048350146,4.9316021955533884125)   (-14.084603351919493974,-11.090712069552065344)
  (-0.31532984314631917755,10.103115987553303867)     (2.7534217341601907592,5.4489552082288881252)    (-4.4618434613455280058,-15.58889936553556943)
  (-2.8573088843591087915,-8.5627699469309028757)    (-5.9387650349046090525,2.2962179917417686603)     (3.0599754009000355026,4.2359612395434318444)
    (-8.7543430312636569823,1.603475734104867545)    (-2.3531348062246308928,3.0147525050289916138)    (0.23471212762636164961,-2.645430325201309163)
    (1.4063677060845596323,13.847911492837662095)  (14.557994333010316979,-0.037203648265752613244)    (-5.7327655347326400559,5.5427791417425593679)
  (-7.3265611318024062015,-6.8436323928830820051)    (-10.905057611042899168,2.3489540813565863431)     (3.6952640308619582044,13.962105493151028668)
    (27.10837244466915763,-6.1425069252059918412)     (3.3201353195644953686,9.3476009743633827753)   (-0.9869788689243758073,-5.0392324725743611324)
    (3.5274370888083592668,13.456924996011640161)     (3.6652014211930659116,4.9242205124079534428)    (5.3807115096273694377,-2.8879147586533733261)
   (3.9716297618686491333,-4.6912781051628664741)    (20.699008531695024971,-4.1457743555630877097)    (-1.2781876688838871292,9.5882537563302214778)
   (8.298182018598497578,-0.27741786767042397877)   (-2.5065745355663970884,-4.7981765001838319051)  (-4.6343832478446875811,-0.48418024451569474653)
   (-15.204758405066517213,3.1371788331758900803)     (-1.8506356200922473576,12.58547569637837249)    (-14.888485258288122637,8.0615717385592802202)
   (-17.904217903858441474,12.216571223100837429)     (11.535832700747041812,-15.97680995067527121)    (8.9799969309068679024,-2.3725759329458280256)
 (15.952971866904304576,-0.051369008803583915412)     (1.4715419902932294072,1.9577344941908805254)    (6.5012787089295729359,-1.9333806406482463291)
   (-3.0498493516918250279,5.1873157900375161944)   (-7.8583127332771223195,-1.6611666653839294305)    (-10.58255161818666501,-3.8014393377446022981)
    (10.023013127903118047,12.294678844535303242)      (-2.483612745048953574,11.46735301234972404)   (-2.5284562063765254614,-15.054362002518580255)
     (17.33430308940474518,5.9263205317593161681)      (4.201557175718793502,-2.261798226542606649)    (8.7694981727754708345,-6.3229114684930589618)
   (5.3860332868587414978,-6.9100665318223324363)     (-3.7635103580390176781,-1.51047752771243049)    (-18.005115388296410117,-7.923526486846574457)
